	SRR10738313	SRR10738318	SRR10738253	SRR10738254
ABHD13	250.289075834427	195.276710681596	384.617933902898	234.558166230141
ABHD14A	118.937756546381	93.3516536300771	2159.90388094376	1500.11634194987
ABHD14A-ACY1	27.5412956418293	37.8366596591057	84.8335351394087	67.8291877144518
ABHD14B	186.567268912155	114.09268597263	354.020405844405	902.125506107606
ABHD15	39.9919800985903	30.0757770905894	125.794017769147	128.985008078767
ABHD16A	1108.11695057009	792.030862793143	1854.75601621048	910.147601469511
ABHD16B	2.02988883783004	0	0	0
ABHD17A	847.66767443118	832.891941697661	1316.08013678904	627.15495068977
ABHD17B	2189.28895776241	1238.91179898023	1062.92847039619	702.320220357616
ABHD17C	879.636685596173	656.490765389515	1081.69988790382	579.881047676139
ABHD18	460.082864076192	381.981683464118	516.546325762995	315.673599552895
ABHD2	453.96101666481	504.672501630977	2768.44614361865	2560.48005834004
ABHD3	500.314408223086	248.197611220378	517.108286694683	162.844914027028
ABHD4	797.727337031219	783.359758135834	680.832621059563	609.031114253453
ABHD5	659.74211802851	646.534300901881	1124.22869472121	591.642397455832
ABHD6	138.348696997516	89.3382810774861	1814.53610399677	1015.67532224698
ABHD8	536.110191622343	328.113072468663	744.442866388204	419.896210943233
ABI1	831.082706524292	600.619462548529	1433.44192458301	864.103172959739
ABI2	2570.15911008968	1450.6041239559	3943.9991766608	2861.32288650705
ABI3	86.8880745164275	48.6677774527548	3.68231405448453	0
ABI3BP	0.325875315204034	1.10206768224992	33.9256268774891	66.7597945037529
ABITRAM	454.461263475658	307.229031035991	1006.21667378667	541.306285117578
ABL1	1877.4334518557	1461.31792122477	1576.93296204724	1121.33756775464
ABL2	272.117431343525	213.995347202126	332.478232209703	224.948835840643
ABLIM1	1366.16206003698	1099.21054920033	2650.469529189	3155.28363016676
ABLIM2	30.5013698353081	35.9439487482581	204.142267688619	64.7751314037807
ABLIM3	10.2432322679255	6.89430281160778	618.159765763696	261.44269837686
ABO	70.0856232044905	15.5646170515217	111.876895910294	71.2546451683514
ABR	599.539484676546	395.392949468772	2384.79522406704	898.40497226416
ABRA	0	0	0	0
ABRACL	14586.4821161717	7199.90465551928	3077.63519342833	1148.30450805776
ABRAXAS1	930.902342555928	536.990551725378	423.486954664671	475.313908730866
ABRAXAS2	621.812732354194	459.721492603319	969.753080103712	551.736216361276
ABT1	893.331975023722	591.416915109815	450.329703605664	284.080670491545
ABTB1	63.4136835697643	59.9674433865161	132.899386157845	123.640801506917
ABTB2	232.683894761074	258.30781189135	221.677461258527	92.8855319135726
ACAA1	651.068404117563	654.53290150196	1127.64438990913	885.588434332691
ACAA2	8037.77170938759	5001.20103935828	2999.79066956348	3000.53014347798
ACACA	2585.45876593891	2179.86000900448	1025.65041446093	460.548643676303
